second	V
18271	3.522918	
18272	3.513525	
18273	3.517229	
18274	3.527615	
18275	3.537161	
18276	3.537275	
18277	3.537657	
18278	3.537810	
18279	3.530097	
18280	3.532159	
18281	3.531357	
18282	3.531319	
18283	3.531662	
18284	3.532617	
18285	3.532159	
18286	3.531777	
18287	3.527539	
18288	3.528264	
18289	3.529791	
18290	3.529257	
18291	3.526889	
18292	3.529371	
18293	3.531013	
18294	3.526049	
18295	3.527844	
18296	3.527768	
18297	3.529524	
18298	3.528035	
18299	3.524369	
18300	3.526317	
18301	3.522307	
18302	3.528951	
18303	3.529524	
18304	3.527462	
18305	3.531281	
18306	3.528302	
18307	3.528111	
18308	3.528302	
18309	3.528569	
18310	3.528378	
18311	3.529486	
18312	3.530975	
18313	3.529677	
18314	3.522498	
18315	3.524026	
18316	3.524827	
18317	3.529104	
18318	3.528989	
18319	3.527424	
18320	3.529524	
18321	3.528913	
18322	3.527462	
18323	3.526011	
18324	3.528608	
18325	3.527997	
18326	3.526851	
18327	3.524866	
18328	3.527462	
18329	3.529104	
18330	3.526126	
18331	3.524407	
18332	3.527348	
18333	3.520551	
18334	3.524293	
18335	3.523835	
18336	3.525438	
18337	3.521238	
18338	3.520589	
18339	3.521887	
18340	3.526584	
18341	3.519787	
18342	3.520054	
18343	3.523262	
18344	3.519749	
18345	3.520856	
18346	3.523644	
18347	3.518183	
18348	3.523835	
18349	3.521505	
18350	3.523567	
18351	3.520856	
18352	3.524293	
18353	3.520207	
18354	3.518756	
18355	3.520360	
18356	3.522498	
18357	3.517152	
18358	3.517267	
18359	3.515893	
18360	3.520780	
18361	3.519023	
18362	3.521849	
18363	3.525935	
18364	3.517954	
18365	3.519481	
18366	3.518565	
18367	3.513754	
18368	3.515472	
18369	3.522651	
18370	3.517802	
18371	3.522574	
18372	3.522078	
18373	3.520780	
18374	3.518336	
18375	3.523873	
18376	3.518183	
18377	3.516236	
18378	3.521849	
18379	3.521544	
18380	3.520436	
18381	3.520895	
18382	3.520513	
18383	3.523988	
18384	3.522269	
18385	3.522422	
18386	3.523300	
18387	3.522651	
18388	3.519978	
18389	3.520971	
18390	3.520856	
18391	3.516503	
18392	3.515930	
18393	3.517572	
18394	3.518718	
18395	3.509172	
18396	3.515816	
18397	3.515549	
18398	3.517725	
18399	3.517954	
18400	3.518489	
18401	3.514899	
18402	3.520207	
18403	3.518718	
18404	3.519596	
18405	3.520398	
18406	3.519138	
18407	3.520245	
18408	3.514823	
18409	3.519940	
18410	3.517458	
18411	3.513792	
18412	3.516389	
18413	3.517649	
18414	3.512341	
18415	3.522155	
18416	3.519024	
18417	3.515854	
18418	3.516923	
18419	3.519749	
18420	3.516923	
18421	3.517229	
18422	3.513754	
18423	3.515396	
18424	3.523262	
18425	3.519329	
18426	3.521391	
18427	3.525285	
18428	3.523644	
18429	3.525133	
18430	3.524980	
18431	3.526736	
18432	3.524102	
18433	3.524675	
18434	3.525667	
18435	3.525476	
18436	3.524292	
18437	3.525209	
18438	3.520398	
18439	3.522995	
18440	3.521505	
18441	3.522346	
18442	3.524407	
18443	3.512456	
18444	3.522231	
18445	3.520741	
18446	3.520551	
18447	3.521925	
18448	3.515053	
18449	3.517496	
18450	3.517878	
18451	3.515396	
18452	3.518298	
18453	3.521047	
18454	3.515816	
18455	3.515396	
18456	3.517229	
18457	3.512188	
18458	3.516923	
18459	3.516732	
18460	3.522078	
18461	3.515434	
18462	3.520933	
18463	3.516312	
18464	3.515396	
18465	3.516732	
18466	3.517725	
18467	3.511463	
18468	3.513601	
18469	3.513830	
18470	3.515281	
18471	3.517420	
18472	3.511195	
18473	3.522765	
18474	3.517114	
18475	3.518947	
18476	3.521467	
18477	3.513639	
18478	3.514365	
18479	3.519405	
18480	3.514976	
18481	3.514365	
18482	3.520933	
18483	3.516160	
18484	3.515396	
18485	3.522345	
18486	3.517496	
18487	3.515740	
18488	3.518832	
18489	3.513830	
18490	3.512227	
18491	3.512074	
18492	3.517725	
18493	3.516618	
18494	3.518145	
18495	3.511348	
18496	3.514556	
18497	3.512074	
18498	3.517496	
18499	3.515587	
18500	3.518603	
18501	3.516389	
18502	3.518947	
18503	3.519749	
18504	3.520321	
18505	3.510432	
18506	3.512150	
18507	3.508179	
18508	3.507034	
18509	3.514938	
18510	3.515701	
18511	3.507148	
18512	3.515663	
18513	3.514747	
18514	3.517076	
18515	3.510394	
18516	3.514060	
18517	3.515549	
18518	3.511158	
18519	3.514441	
18520	3.508676	
18521	3.511883	
18522	3.518031	
18523	3.512685	
18524	3.507721	
18525	3.513258	
18526	3.515014	
18527	3.510852	
18528	3.510279	
18529	3.512341	
18530	3.513601	
18531	3.520092	
18532	3.514250	
18533	3.517076	
18534	3.520474	
18535	3.519787	
18536	3.521353	
18537	3.520207	
18538	3.522957	
18539	3.518680	
18540	3.518718	
18541	3.517802	
18542	3.521276	
18543	3.518031	
18544	3.520360	
18545	3.520551	
18546	3.520780	
18547	3.519634	
18548	3.513830	
18549	3.517229	
18550	3.515396	
18551	3.516160	
18552	3.514976	
18553	3.516351	
18554	3.519176	
18555	3.515702	
18556	3.519138	
18557	3.516465	
18558	3.521391	
18559	3.514976	
18560	3.514059	
18561	3.509668	
18562	3.516923	
18563	3.510928	
18564	3.511310	
18565	3.519558	
18566	3.511654	
18567	3.510737	
18568	3.516236	
18569	3.511272	
18570	3.516541	
18571	3.503330	
18572	3.513449	
18573	3.503521	
18574	3.518374	
18575	3.510241	
18576	3.506881	
18577	3.511195	
18578	3.513831	
18579	3.501153	
18580	3.514289	
18581	3.513601	
18582	3.511730	
18583	3.507225	
18584	3.505544	
18585	3.502604	
18586	3.509248	
18587	3.501841	
18588	3.499893	
18589	3.504743	
18590	3.501726	
18591	3.505583	
18592	3.505125	
18593	3.507835	
18594	3.503368	
18595	3.506155	
18596	3.500428	
18597	3.505582	
18598	3.503291	
18599	3.496571	
18600	3.503330	
18601	3.503559	
18602	3.500504	
18603	3.509401	
18604	3.504704	
18605	3.506117	
18606	3.502299	
18607	3.502910	
18608	3.500275	
18609	3.504475	
18610	3.503673	
18611	3.503750	
18612	3.501878	
18613	3.506690	
18614	3.504742	
18615	3.502948	
18616	3.502490	
18617	3.499358	
18618	3.504093	
18619	3.503941	
18620	3.507110	
18621	3.502910	
18622	3.506995	
18623	3.505239	
18624	3.513525	
18625	3.516160	
18626	3.519634	
18627	3.516885	
18628	3.517114	
18629	3.512914	
18630	3.518336	
18631	3.514098	
18632	3.517381	
18633	3.515549	
18634	3.521047	
18635	3.514938	
18636	3.505468	
18637	3.505239	
18638	3.520322	
18639	3.527882	
18640	3.528150	
18641	3.528302	
18642	3.522116	
18643	3.522536	
18644	3.522918	
18645	3.525476	
18646	3.522880	
18647	3.521047	
18648	3.521964	
18649	3.525782	
18650	3.519176	
18651	3.516618	
18652	3.517572	
18653	3.521696	
18654	3.517420	
18655	3.518030	
18656	3.516656	
18657	3.519405	
18658	3.518069	
18659	3.521544	
18660	3.519711	
18661	3.521391	
18662	3.516160	
18663	3.515663	
18664	3.515816	
18665	3.520704	
18666	3.519405	
18667	3.519252	
18668	3.521544	
18669	3.522040	
18670	3.519138	
18671	3.519787	
18672	3.520704	
18673	3.521238	
18674	3.520092	
18675	3.520932	
18676	3.518107	
18677	3.513830	
18678	3.514365	
18679	3.516236	
18680	3.522002	
18681	3.519329	
18682	3.517878	
18683	3.518412	
18684	3.519673	
18685	3.518718	
18686	3.519329	
18687	3.520245	
18688	3.521887	
18689	3.518412	
18690	3.516465	
18691	3.516732	
18692	3.517572	
18693	3.513792	
18694	3.515778	
18695	3.518413	
18696	3.514059	
18697	3.513372	
18698	3.514594	
18699	3.512036	
18700	3.518947	
18701	3.510776	
18702	3.515931	
18703	3.514060	
18704	3.511768	
18705	3.514098	
18706	3.517000	
18707	3.512112	
18708	3.511807	
18709	3.511578	
18710	3.510203	
18711	3.509783	
18712	3.512532	
18713	3.514021	
18714	3.511081	
18715	3.512227	
18716	3.512417	
18717	3.508561	
18718	3.509592	
18719	3.512532	
18720	3.510585	
18721	3.507950	
18722	3.511616	
18723	3.513678	
18724	3.510775	
18725	3.510012	
18726	3.516159	
18727	3.510050	
18728	3.511539	
18729	3.511501	
18730	3.504972	
18731	3.506919	
18732	3.515129	
18733	3.507797	
18734	3.511196	
18735	3.514021	
18736	3.510814	
18737	3.509019	
18738	3.512685	
18739	3.508790	
18740	3.509859	
18741	3.512914	
18742	3.511845	
18743	3.512074	
18744	3.507492	
18745	3.510661	
18746	3.509172	
18747	3.512723	
18748	3.510317	
18749	3.510623	
18750	3.510546	
18751	3.512876	
18752	3.505392	
18753	3.509058	
18754	3.508904	
18755	3.509516	
18756	3.508867	
18757	3.509859	
18758	3.499664	
18759	3.508446	
18760	3.506194	
18761	3.508714	
18762	3.508675	
18763	3.512723	
18764	3.506270	
18765	3.509821	
18766	3.510203	
18767	3.511654	
18768	3.503673	
18769	3.510432	
18770	3.507339	
18771	3.507797	
18772	3.506117	
18773	3.506155	
18774	3.502490	
18775	3.506842	
18776	3.506537	
18777	3.504666	
18778	3.509210	
18779	3.511081	
18780	3.505277	
18781	3.510241	
18782	3.508294	
18783	3.509019	
18784	3.508332	
18785	3.504437	
18786	3.508637	
18787	3.513907	
18788	3.511119	
18789	3.512494	
18790	3.514785	
18791	3.516656	
18792	3.516198	
18793	3.514136	
18794	3.516504	
18795	3.518260	
18796	3.514976	
18797	3.515816	
18798	3.516656	
18799	3.517840	
18800	3.515511	
18801	3.511845	
18802	3.511348	
18803	3.511654	
18804	3.512074	
18805	3.513181	
18806	3.504933	
18807	3.513334	
18808	3.507339	
18809	3.509783	
18810	3.513640	
18811	3.506575	
18812	3.509057	
18813	3.510203	
18814	3.508790	
18815	3.509096	
18816	3.509134	
18817	3.509019	
18818	3.504437	
18819	3.506270	
18820	3.504017	
18821	3.505965	
18822	3.505392	
18823	3.511310	
18824	3.507225	
18825	3.509363	
18826	3.507988	
18827	3.508065	
18828	3.503903	
18829	3.507492	
18830	3.502757	
18831	3.504361	
18832	3.506537	
18833	3.505774	
18834	3.509821	
18835	3.502642	
18836	3.514747	
18837	3.505354	
18838	3.508065	
18839	3.509974	
18840	3.505239	
18841	3.504131	
18842	3.509325	
18843	3.502833	
18844	3.506728	
18845	3.509439	
18846	3.512876	
18847	3.505735	
18848	3.508981	
18849	3.507568	
18850	3.509439	
18851	3.508294	
18852	3.506499	
18853	3.504093	
18854	3.507759	
18855	3.510279	
18856	3.506384	
18857	3.508255	
18858	3.509439	
18859	3.503330	
18860	3.504933	
18861	3.506308	
18862	3.509363	
18863	3.508485	
18864	3.506995	
18865	3.509478	
18866	3.510928	
18867	3.506652	
18868	3.498175	
18869	3.502108	
18870	3.504170	
18871	3.503253	
18872	3.504399	
18873	3.505315	
18874	3.503864	
18875	3.504361	
18876	3.506346	
18877	3.503673	
18878	3.502719	
18879	3.505812	
18880	3.503368	
18881	3.500580	
18882	3.506003	
18883	3.500886	
18884	3.501039	
18885	3.507377	
18886	3.505697	
18887	3.498366	
18888	3.508294	
18889	3.505277	
18890	3.501611	
18891	3.499626	
18892	3.500542	
18893	3.504857	
18894	3.511997	
18895	3.504628	
18896	3.508217	
18897	3.512036	
18898	3.513334	
18899	3.512035	
18900	3.512532	
18901	3.514021	
18902	3.511272	
18903	3.509134	
18904	3.506881	
18905	3.510165	
18906	3.512188	
18907	3.508141	
18908	3.507912	
18909	3.510165	
18910	3.509363	
18911	3.506843	
18912	3.506232	
18913	3.506117	
18914	3.509745	
18915	3.507072	
18916	3.509172	
18917	3.504666	
18918	3.509210	
18919	3.507492	
18920	3.505812	
18921	3.510432	
18922	3.505888	
18923	3.505582	
18924	3.501230	
18925	3.507454	
18926	3.501191	
18927	3.501115	
18928	3.506270	
18929	3.501497	
18930	3.502260	
18931	3.507492	
18932	3.503215	
18933	3.506766	
18934	3.495273	
18935	3.500466	
18936	3.495540	
18937	3.508332	
18938	3.502719	
18939	3.495196	
18940	3.503788	
18941	3.502031	
18942	3.490347	
18943	3.503253	
18944	3.500733	
18945	3.502146	
18946	3.497106	
18947	3.490614	
18948	3.493707	
18949	3.494471	
18950	3.491416	
18951	3.493745	
18952	3.495616	
18953	3.490499	
18954	3.498289	
18955	3.495998	
18956	3.496457	
18957	3.495540	
18958	3.497144	
18959	3.488171	
18960	3.496457	
18961	3.493860	
18962	3.488285	
18963	3.494089	
18964	3.495311	
18965	3.493478	
18966	3.500351	
18967	3.495120	
18968	3.499664	
18969	3.491569	
18970	3.496189	
18971	3.492867	
18972	3.495311	
18973	3.497144	
18974	3.494432	
18975	3.495120	
18976	3.496151	
18977	3.496418	
18978	3.495158	
18979	3.493478	
18980	3.492371	
18981	3.491493	
18982	3.497640	
18983	3.496609	
18984	3.494318	
18985	3.491951	
18986	3.498289	
18987	3.505392	
18988	3.506423	
18989	3.509936	
18990	3.508294	
18991	3.506766	
18992	3.505124	
18993	3.505621	
18994	3.508294	
18995	3.506117	
18996	3.508370	
18997	3.507530	
18998	3.504246	
18999	3.499779	
19000	3.502604	
19001	3.512837	
19002	3.518756	
19003	3.519023	
19004	3.519138	
19005	3.519558	
19006	3.511692	
19007	3.513563	
19008	3.514441	
19009	3.513410	
19010	3.512723	
19011	3.513869	
19012	3.514670	
19013	3.512341	
19014	3.509974	
19015	3.510890	
19016	3.508103	
19017	3.511043	
19018	3.509095	
19019	3.508523	
19020	3.507797	
19021	3.508484	
19022	3.508408	
19023	3.513105	
19024	3.511234	
19025	3.509439	
19026	3.508676	
19027	3.510127	
19028	3.507454	
19029	3.509363	
19030	3.509554	
19031	3.513487	
19032	3.511158	
19033	3.512188	
19034	3.510356	
19035	3.511654	
19036	3.509936	
19037	3.510623	
19038	3.511272	
19039	3.513334	
19040	3.507148	
19041	3.503139	
19042	3.504361	
19043	3.510394	
19044	3.509783	
19045	3.507416	
19046	3.508713	
19047	3.514098	
19048	3.506384	
19049	3.510050	
19050	3.512914	
19051	3.509325	
19052	3.511616	
19053	3.509706	
19054	3.507568	
19055	3.508943	
19056	3.504056	
19057	3.505353	
19058	3.508675	
19059	3.509745	
19060	3.500084	
19061	3.503559	
19062	3.503826	
19063	3.504781	
19064	3.505697	
19065	3.506919	
19066	3.506728	
19067	3.504704	
19068	3.501802	
19069	3.503674	
19070	3.506308	
19071	3.506117	
19072	3.500008	
19073	3.505086	
19074	3.504743	
19075	3.499244	
19076	3.501993	
19077	3.506079	
19078	3.507110	
19079	3.503215	
19080	3.498442	
19081	3.501649	
19082	3.498977	
19083	3.501535	
19084	3.501000	
19085	3.499931	
19086	3.503711	
19087	3.500008	
19088	3.501841	
19089	3.500733	
19090	3.507339	
19091	3.497487	
19092	3.497640	
19093	3.502069	
19094	3.495731	
19095	3.498175	
19096	3.502910	
19097	3.499167	
19098	3.505239	
19099	3.502451	
19100	3.502986	
19101	3.500695	
19102	3.502032	
19103	3.499206	
19104	3.501917	
19105	3.501344	
19106	3.501459	
19107	3.496953	
19108	3.498824	
19109	3.500313	
19110	3.498633	
19111	3.500160	
19112	3.498519	
19113	3.503177	
19114	3.500504	
19115	3.501878	
19116	3.496876	
19117	3.499779	
19118	3.500618	
19119	3.498786	
19120	3.497297	
19121	3.500465	
19122	3.497946	
19123	3.494127	
19124	3.500084	
19125	3.500733	
19126	3.496724	
19127	3.504628	
19128	3.497716	
19129	3.499473	
19130	3.503941	
19131	3.498786	
19132	3.499053	
19133	3.504742	
19134	3.500733	
19135	3.495425	
19136	3.497678	
19137	3.499282	
19138	3.493822	
19139	3.497373	
19140	3.497793	
19141	3.496800	
19142	3.499511	
19143	3.497755	
19144	3.496418	
19145	3.496609	
19146	3.493860	
19147	3.500428	
19148	3.499511	
19149	3.497067	
19150	3.498671	
19151	3.504819	
19152	3.504055	
19153	3.507301	
19154	3.505200	
19155	3.505468	
19156	3.507568	
19157	3.509019	
19158	3.504208	
19159	3.506728	
19160	3.506499	
19161	3.505315	
19162	3.506881	
19163	3.506537	
19164	3.504208	
19165	3.504781	
19166	3.502681	
19167	3.499969	
19168	3.504513	
19169	3.502680	
19170	3.495655	
19171	3.501077	
19172	3.499473	
19173	3.504246	
19174	3.501535	
19175	3.505010	
19176	3.499741	
19177	3.495922	
19178	3.499626	
19179	3.498824	
19180	3.498939	
19181	3.500046	
19182	3.493058	
19183	3.495693	
19184	3.492256	
19185	3.500809	
19186	3.494127	
19187	3.503330	
19188	3.499321	
19189	3.499740	
19190	3.497716	
19191	3.499397	
19192	3.493669	
19193	3.497067	
19194	3.496647	
19195	3.495884	
19196	3.496151	
19197	3.492943	
19198	3.498518	
19199	3.496074	
19200	3.503101	
19201	3.498442	
19202	3.495349	
19203	3.502069	
19204	3.490691	
19205	3.496762	
19206	3.496457	
19207	3.497373	
19208	3.498900	
19209	3.501039	
19210	3.501306	
19211	3.498633	
19212	3.495655	
19213	3.500084	
19214	3.500504	
19215	3.495845	
19216	3.495273	
19217	3.493020	
19218	3.495616	
19219	3.497373	
19220	3.500008	
19221	3.498938	
19222	3.496686	
19223	3.497373	
19224	3.495311	
19225	3.499435	
19226	3.499015	
19227	3.497297	
19228	3.498633	
19229	3.495884	
19230	3.496495	
19231	3.499129	
19232	3.496304	
19233	3.493020	
19234	3.498175	
19235	3.492867	
19236	3.495273	
19237	3.497029	
19238	3.492065	
19239	3.493134	
19240	3.498518	
19241	3.496227	
19242	3.493517	
19243	3.497640	
19244	3.496647	
19245	3.493516	
19246	3.492982	
19247	3.493058	
19248	3.493593	
19249	3.490767	
19250	3.495846	
19251	3.487560	
19252	3.493745	
19253	3.490462	
19254	3.493287	
19255	3.488590	
19256	3.491149	
19257	3.498900	
19258	3.499855	
19259	3.496228	
19260	3.501764	
19261	3.501726	
19262	3.500351	
19263	3.503406	
19264	3.505964	
19265	3.502375	
19266	3.500122	
19267	3.500428	
19268	3.500962	
19269	3.499435	
19270	3.498977	
19271	3.498328	
19272	3.499511	
19273	3.500466	
19274	3.497067	
19275	3.495769	
19276	3.499282	
19277	3.496036	
19278	3.498060	
19279	3.497182	
19280	3.502451	
19281	3.495158	
19282	3.496724	
19283	3.501000	
19284	3.499893	
19285	3.500084	
19286	3.491378	
19287	3.493440	
19288	3.496037	
19289	3.495884	
19290	3.493669	
19291	3.489927	
19292	3.497335	
19293	3.495120	
19294	3.492027	
19295	3.496075	
19296	3.494165	
19297	3.490805	
19298	3.490347	
19299	3.489545	
19300	3.484543	
19301	3.494662	
19302	3.488018	
19303	3.487101	
19304	3.497640	
19305	3.488820	
19306	3.485994	
19307	3.491760	
19308	3.494318	
19309	3.490538	
19310	3.488476	
19311	3.481832	
19312	3.490156	
19313	3.486987	
19314	3.482481	
19315	3.482978	
19316	3.485459	
19317	3.480037	
19318	3.489660	
19319	3.487941	
19320	3.488896	
19321	3.481183	
19322	3.483818	
19323	3.478854	
19324	3.489354	
19325	3.483207	
19326	3.478586	
19327	3.482634	
19328	3.484199	
19329	3.479044	
19330	3.485765	
19331	3.486796	
19332	3.483894	
19333	3.481145	
19334	3.483970	
19335	3.482596	
19336	3.483627	
19337	3.481946	
19338	3.487979	
19339	3.484581	
19340	3.487559	
19341	3.488438	
19342	3.485001	
19343	3.484161	
19344	3.481946	
19345	3.483283	
19346	3.483512	
19347	3.487254	
19348	3.488400	
19349	3.478090	
19350	3.489698	
19351	3.495388	
19352	3.497144	
19353	3.498939	
19354	3.497258	
19355	3.497029	
19356	3.497640	
19357	3.497946	
19358	3.493975	
19359	3.496075	
19360	3.500542	
19361	3.497640	
19362	3.494395	
19363	3.491492	
19364	3.489049	
19365	3.506957	
19366	3.509363	
19367	3.509630	
19368	3.510394	
19369	3.502413	
19370	3.503941	
19371	3.505621	
19372	3.503291	
19373	3.502337	
19374	3.502718	
19375	3.506041	
19376	3.502184	
19377	3.499779	
19378	3.499702	
19379	3.499206	
19380	3.501382	
19381	3.499244	
19382	3.500733	
19383	3.502413	
19384	3.499817	
19385	3.499397	
19386	3.503788	
19387	3.500198	
19388	3.499588	
19389	3.499053	
19390	3.497526	
19391	3.496876	
19392	3.501459	
19393	3.501077	
19394	3.502528	
19395	3.501191	
19396	3.500733	
19397	3.499626	
19398	3.501612	
19399	3.501497	
19400	3.499893	
19401	3.498786	
19402	3.503941	
19403	3.496762	
19404	3.494814	
19405	3.493211	
19406	3.502375	
19407	3.499053	
19408	3.498442	
19409	3.499931	
19410	3.503902	
19411	3.497793	
19412	3.499053	
19413	3.498557	
19414	3.499893	
19415	3.501878	
19416	3.499282	
19417	3.494051	
19418	3.497946	
19419	3.496037	
19420	3.496647	
19421	3.496075	
19422	3.500199	
19423	3.488705	
19424	3.493669	
19425	3.494662	
19426	3.497793	
19427	3.491951	
19428	3.497182	
19429	3.493516	
19430	3.494242	
19431	3.490538	
19432	3.491684	
19433	3.493058	
19434	3.497640	
19435	3.488972	
19436	3.492065	
19437	3.492142	
19438	3.495769	
19439	3.492333	
19440	3.497640	
19441	3.494891	
19442	3.498518	
19443	3.492676	
19444	3.494509	
19445	3.487712	
19446	3.491645	
19447	3.491073	
19448	3.486414	
19449	3.493516	
19450	3.491378	
19451	3.490385	
19452	3.492218	
19453	3.493516	
19454	3.489545	
19455	3.486910	
19456	3.492524	
19457	3.487178	
19458	3.491416	
19459	3.493937	
19460	3.489622	
19461	3.490385	
19462	3.491645	
19463	3.490958	
19464	3.491416	
19465	3.490156	
19466	3.490576	
19467	3.493134	
19468	3.484619	
19469	3.492485	
19470	3.487980	
19471	3.486528	
19472	3.490691	
19473	3.492905	
19474	3.490843	
19475	3.492065	
19476	3.490614	
19477	3.491607	
19478	3.493211	
19479	3.490232	
19480	3.489660	
19481	3.492142	
19482	3.490729	
19483	3.492600	
19484	3.489202	
19485	3.489622	
19486	3.483436	
19487	3.489851	
19488	3.488209	
19489	3.487636	
19490	3.490690	
19491	3.487445	
19492	3.489621	
19493	3.495502	
19494	3.487101	
19495	3.488209	
19496	3.489469	
19497	3.492065	
19498	3.487827	
19499	3.489010	
19500	3.485154	
19501	3.489316	
19502	3.485001	
19503	3.484429	
19504	3.484085	
19505	3.486567	
19506	3.486147	
19507	3.487407	
19508	3.482558	
19509	3.487521	
19510	3.491722	
19511	3.487979	
19512	3.485230	
19513	3.488400	
19514	3.494089	
19515	3.489774	
19516	3.496915	
19517	3.497067	
19518	3.496151	
19519	3.498098	
19520	3.497640	
19521	3.497297	
19522	3.496418	
19523	3.495120	
19524	3.497334	
19525	3.498099	
19526	3.495196	
19527	3.494700	
19528	3.492486	
19529	3.492982	
19530	3.494280	
19531	3.494127	
19532	3.493020	
19533	3.485039	
19534	3.490309	
19535	3.491760	
19536	3.493020	
19537	3.489469	
19538	3.493936	
19539	3.488476	
19540	3.488705	
19541	3.490194	
19542	3.491569	
19543	3.488323	
19544	3.488591	
19545	3.483626	
19546	3.485307	
19547	3.480877	
19548	3.487903	
19549	3.483092	
19550	3.493211	
19551	3.489622	
19552	3.491416	
19553	3.486185	
19554	3.490844	
19555	3.486109	
19556	3.486032	
19557	3.485460	
19558	3.485650	
19559	3.485383	
19560	3.483092	
19561	3.488629	
19562	3.485536	
19563	3.490118	
19564	3.486490	
19565	3.484695	
19566	3.490881	
19567	3.483588	
19568	3.486681	
19569	3.482291	
19570	3.485230	
19571	3.486758	
19572	3.488323	
19573	3.489316	
19574	3.490385	
19575	3.485154	
19576	3.490041	
19577	3.488896	
19578	3.484161	
19579	3.484314	
19580	3.484505	
19581	3.485154	
19582	3.488896	
19583	3.486910	
19584	3.489698	
19585	3.487025	
19586	3.488896	
19587	3.485421	
19588	3.490041	
19589	3.489392	
19590	3.490614	
19591	3.486796	
19592	3.492829	
19593	3.488896	
19594	3.489393	
19595	3.482977	
19596	3.485612	
19597	3.484581	
19598	3.482825	
19599	3.483970	
19600	3.489698	
19601	3.479808	
19602	3.482595	
19603	3.484352	
19604	3.486299	
19605	3.479159	
19606	3.485536	
19607	3.486910	
19608	3.486223	
19609	3.478701	
19610	3.478968	
19611	3.478357	
19612	3.480763	
19613	3.483741	
19614	3.480801	
19615	3.481336	
19616	3.485001	
19617	3.482443	
19618	3.482595	
19619	3.482710	
19620	3.489545	
19621	3.486910	
19622	3.486261	
19623	3.490958	
19624	3.494853	
19625	3.491034	
19626	3.491798	
19627	3.490500	
19628	3.491836	
19629	3.488132	
19630	3.489354	
19631	3.488094	
19632	3.489240	
19633	3.488667	
19634	3.489812	
19635	3.486758	
19636	3.492905	
19637	3.487063	
19638	3.485841	
19639	3.485268	
19640	3.489889	
19641	3.486834	
19642	3.487903	
19643	3.489621	
19644	3.490691	
19645	3.486796	
19646	3.489965	
19647	3.488552	
19648	3.492905	
19649	3.484810	
19650	3.483550	
19651	3.483818	
19652	3.487712	
19653	3.484428	
19654	3.481946	
19655	3.486032	
19656	3.485498	
19657	3.482481	
19658	3.483397	
19659	3.482214	
19660	3.482749	
19661	3.480916	
19662	3.475799	
19663	3.472438	
19664	3.483818	
19665	3.478128	
19666	3.474615	
19667	3.483703	
19668	3.476410	
19669	3.476333	
19670	3.479656	
19671	3.481336	
19672	3.479197	
19673	3.476104	
19674	3.473546	
19675	3.478204	
19676	3.477211	
19677	3.470873	
19678	3.473393	
19679	3.472668	
19680	3.470262	
19681	3.478586	
19682	3.477288	
19683	3.480343	
19684	3.470491	
19685	3.471446	
19686	3.467131	
19687	3.475379	
19688	3.474883	
19689	3.464191	
19690	3.472591	
19691	3.473393	
19692	3.466520	
19693	3.476601	
19694	3.476677	
19695	3.475188	
19696	3.473011	
19697	3.471484	
19698	3.476944	
19699	3.471789	
19700	3.473126	
19701	3.479732	
19702	3.471140	
19703	3.475875	
19704	3.481374	
19705	3.472744	
19706	3.475952	
19707	3.470568	
19708	3.473317	
19709	3.474272	
19710	3.477785	
19711	3.475531	
19712	3.467628	
19713	3.480877	
19714	3.482443	
19715	3.484848	
19716	3.487674	
19717	3.485536	
19718	3.483016	
19719	3.486491	
19720	3.490118	
19721	3.485154	
19722	3.487636	
19723	3.487292	
19724	3.490080	
19725	3.481297	
19726	3.478090	
19727	3.477326	
19728	3.497029	
19729	3.498633	
19730	3.499321	
19731	3.499244	
19732	3.499664	
19733	3.492218	
19734	3.492829	
19735	3.491378	
19736	3.491378	
19737	3.492714	
19738	3.493211	
19739	3.495234	
19740	3.492944	
19741	3.489698	
19742	3.488018	
19743	3.491111	
19744	3.489354	
19745	3.486223	
19746	3.487980	
19747	3.491416	
19748	3.488782	
19749	3.491073	
19750	3.489393	
19751	3.491531	
19752	3.487369	
19753	3.488209	
19754	3.484352	
19755	3.489812	
19756	3.488285	
19757	3.489927	
19758	3.491989	
19759	3.491722	
19760	3.490156	
19761	3.490423	
19762	3.488018	
19763	3.491951	
19764	3.490958	
19765	3.489507	
19766	3.490462	
19767	3.484658	
19768	3.483551	
19769	3.483054	
19770	3.489812	
19771	3.490156	
19772	3.487330	
19773	3.488361	
19774	3.492371	
19775	3.486338	
19776	3.490041	
19777	3.488896	
19778	3.488934	
19779	3.490882	
19780	3.488629	
19781	3.484085	
19782	3.488705	
19783	3.484925	
19784	3.487063	
19785	3.485154	
19786	3.489736	
19787	3.478586	
19788	3.484925	
19789	3.482786	
19790	3.487407	
19791	3.482672	
19792	3.488094	
19793	3.484161	
19794	3.483856	
19795	3.480572	
19796	3.482901	
19797	3.482519	
19798	3.486796	
19799	3.479312	
19800	3.479694	
19801	3.483894	
19802	3.481335	
19803	3.480916	
19804	3.488705	
19805	3.483397	
19806	3.484008	
19807	3.477288	
19808	3.478892	
19809	3.478739	
19810	3.480228	
19811	3.478892	
19812	3.476563	
19813	3.484619	
19814	3.478586	
19815	3.481603	
19816	3.479923	
19817	3.484008	
19818	3.476639	
19819	3.475188	
19820	3.479617	
19821	3.479770	
19822	3.480495	
19823	3.482634	
19824	3.480037	
19825	3.480495	
